Time(s),A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,D01,D02,D03,D04,D05,D06,D07,D08,D09,D10,D11,D12,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12
0.260,997.7882,1001.2637,991.6300,993.4027,999.1032,999.1689,1005.2786,995.7947,997.6282,996.9152,999.3403,1001.8698,1000.2231,991.2313,1002.6944,997.9496,997.1551,996.3409,1000.5527,1003.3920,993.7678,990.8491,992.1821,999.1240,990.4452,994.4926,997.8235,992.8393,987.4473,1001.6649,991.4158,989.8559,994.9085,996.9790,985.4270,991.6890,1012.1143,995.2719,990.4858,1049.3221,990.0656,997.0643,998.3573,295.9590,996.6229,992.5413,1015.0934,993.4518,968.8356,1004.3561,993.8109,1007.9891,1000.7209,1001.4578,1026.0141,997.2524,1001.6692,1091.3172,943.5697,994.5023,995.8722,1003.5237,993.6454,996.6557,999.2758,993.8809,954.3088,994.8549,995.3743,945.3786,897.7376,1031.8565,1096.4635,996.7687,1120.0166,996.3264,1005.5226,993.7589,991.1583,999.0592,990.5459,1041.2207,962.6150,1000.9425,1000.0000,1000.2635,991.8039,946.9616,813.7549,1174.6207,1000.2086,999.4577,863.6059,994.0191,994.6144,949.7409
0.270,991.5192,994.0658,991.4170,1000.2105,993.0134,995.1503,1000.7719,1007.5293,994.8875,995.8399,997.5521,999.4999,993.9955,993.6031,994.6793,991.3025,994.4078,992.3209,996.2455,997.6996,1004.0808,989.5274,994.3643,995.9189,993.3156,1000.9671,1001.4403,997.4009,1001.8203,1000.0577,992.7434,1013.0108,991.7233,1000.7734,1005.5045,989.3643,998.9198,997.8142,997.2461,1043.9829,986.1664,995.1348,1017.4320,297.7392,992.2308,998.9620,984.3162,996.4864,966.3873,1004.7631,991.9116,1002.7375,1005.1526,994.1596,1027.6762,992.6680,1002.8019,1095.0823,941.1729,997.3294,992.2179,1003.9118,995.5832,1005.7108,999.8832,994.4418,972.3135,1005.1517,990.7812,945.6614,903.4391,979.6502,1091.7030,997.6016,1117.3571,993.5530,1002.1010,990.5293,994.5625,992.4441,1000.5669,1031.0571,955.1863,992.3352,1000.0000,1000.4264,1001.7697,948.8646,812.5457,1183.4442,1003.1722,1005.8026,854.7326,996.9285,988.5764,959.1710
0.280,997.1272,995.6039,997.6331,999.9550,996.4185,990.2757,995.1837,993.9084,992.9178,994.2737,999.9233,998.0943,998.3308,989.5421,995.1929,1005.4275,990.5719,997.9235,996.3029,999.4300,992.3931,991.5921,999.8052,995.3245,998.6809,1002.5518,993.6107,999.5068,993.7444,994.8167,985.4857,996.4015,988.1618,988.3211,990.4433,998.7453,989.4403,1000.6611,1005.9182,1040.9869,996.8081,997.5686,1003.5822,293.4070,1001.5294,1002.9241,999.1918,999.7461,960.1017,1008.2539,993.8824,999.4870,1005.8252,1000.1911,1033.6971,999.8225,996.9228,1087.0340,944.5342,997.1659,1002.8458,998.0391,988.8117,1002.3797,995.4776,1000.0855,1010.6828,991.1407,996.2435,950.4444,900.7482,1006.3013,1076.3357,987.7302,1110.0584,994.5429,1008.8856,990.9159,994.6646,999.8826,993.8030,1043.0393,960.1379,1006.3431,1000.0000,999.9264,1001.4091,947.3350,818.8778,1175.3109,1003.9992,999.2775,863.5450,988.4965,1000.0677,952.2323
0.290,1005.4086,999.2292,993.8218,1000.7027,1001.7460,998.3898,990.9700,998.1887,996.6662,996.1350,998.3559,996.9770,1005.0125,995.2631,998.6024,1004.2776,991.2467,1000.3415,997.5776,1002.9423,1006.8617,1007.4670,1001.8869,990.5924,995.8906,996.3027,997.0368,991.3821,1004.3146,990.7053,993.3708,997.1403,998.7883,1002.0412,983.9538,991.9875,994.5524,1010.2741,991.9714,1043.0087,1003.8397,994.8126,1014.9917,299.4174,1000.2621,995.4671,1012.9812,988.1401,962.2362,1007.7783,983.6523,991.2397,1000.4882,992.9786,1026.6209,1000.9202,995.6613,1088.9762,959.7841,1003.8559,997.0247,993.6723,1004.3385,991.7522,999.2996,993.5287,1057.6490,996.5423,998.2942,954.4681,897.8764,941.4980,1083.1808,988.5392,1111.8951,1003.0433,1009.0120,995.3609,997.6031,995.3328,998.6017,1041.1493,950.2294,1001.2172,1000.0000,999.6461,995.4118,954.2531,818.0140,1180.2964,1002.3381,999.7399,859.5876,997.4792,993.0074,967.0099
0.300,1002.6931,998.7046,996.5846,992.3348,1000.6154,993.7444,998.1826,996.7517,999.0139,997.3260,993.9967,993.0670,995.9439,987.9661,992.9068,998.3571,1001.4131,989.2966,994.0276,994.4726,998.1091,1000.1611,992.3691,994.0794,994.4056,993.3982,997.7917,997.5924,997.7112,989.6224,995.2898,1009.4930,997.6283,999.3200,990.3342,1005.6004,985.5666,998.1930,1000.1935,1036.7568,991.1648,1001.5143,1016.8218,295.8321,990.0655,989.1261,973.1104,1000.3525,959.6821,1018.0068,998.8482,997.6082,1006.0694,1004.4557,1028.0902,997.6498,995.2881,1099.5446,946.6388,1006.5759,1001.0435,997.8792,1002.5997,995.0870,997.6887,991.9821,1015.7812,992.9852,996.9911,945.7141,898.9455,995.3390,1087.3556,999.6310,1099.7136,999.7929,1016.8743,987.5184,1000.6451,1001.7067,989.0072,1028.2172,947.5631,996.1772,1000.0000,998.1601,996.9410,949.3935,813.1511,1176.3165,994.9601,998.2250,866.6679,990.1091,1000.4229,936.4408
0.310,1000.0247,989.7252,1002.4960,995.5329,1000.6825,997.9364,1001.0892,997.7965,991.3104,999.2787,996.8627,992.9457,1002.0113,989.5904,997.0982,987.4036,992.8647,989.7742,1003.4126,992.4392,1006.8902,994.8361,996.5204,998.9680,1002.8628,1000.4017,989.5906,1001.6924,992.3797,993.9278,994.0452,986.0898,989.5655,998.7328,992.1337,985.6303,998.3508,998.7135,1009.6990,1044.5683,992.6954,988.1609,988.7299,307.3695,994.1322,995.6139,1003.5868,987.2887,959.6935,1010.2304,991.9663,1001.5459,1008.9596,995.2311,1025.0172,1002.4700,1010.0465,1087.6980,940.9406,1004.5019,995.7217,994.8527,989.5518,1007.0405,994.0409,995.7321,993.6874,988.4190,994.9946,943.2719,898.3729,977.9386,1072.6673,1008.8826,1114.1791,989.3369,1012.6102,989.2076,1003.2656,996.5556,993.0793,1040.8324,961.2446,999.2818,1000.0000,1001.6950,992.8592,950.6267,816.1714,1176.4755,1000.7508,1003.3881,869.7502,993.4428,994.0473,963.6419
0.320,1000.6013,1000.8416,999.9624,995.2757,998.7422,996.7855,994.9043,998.7761,1001.2066,1000.1982,995.3672,1000.0293,1001.4131,997.7100,996.3108,990.6671,995.6366,993.6571,996.4784,1000.1815,987.7489,1005.6645,991.8623,995.6075,1000.4751,1003.6092,990.6432,995.0367,1005.5458,992.5896,995.2620,984.2919,993.9080,992.9935,991.3667,1009.4508,1001.7199,999.8293,999.7238,1034.6682,994.0580,996.1518,976.2336,299.7037,996.8677,997.8797,1006.5753,994.2447,951.2721,1009.0279,990.5812,1008.7753,1002.5681,1000.8483,1035.6173,1004.6414,1002.8587,1101.6501,944.0814,996.1537,990.9289,997.1761,989.4269,999.2517,997.2779,999.9235,950.3312,989.0134,996.9623,942.9353,901.2438,975.2511,1078.1071,996.1495,1088.8136,993.8434,1018.4224,987.3229,998.5567,991.4348,994.6888,1042.4322,946.8471,1003.7632,1000.0000,1000.9516,989.4981,955.2470,817.6608,1176.7195,995.9480,1002.3803,872.4441,1001.1025,1001.4367,917.0164
0.330,993.7202,992.7113,997.7742,998.3341,1001.5240,1000.4418,993.0358,999.4189,993.6287,994.1604,1001.6147,999.9308,997.2232,992.2232,999.0530,988.1382,993.9954,984.5798,997.6828,996.6254,991.3838,991.5275,992.6782,991.9062,996.7838,997.2359,1001.0695,997.6079,994.6988,999.4021,994.3121,1017.2043,991.7710,991.5136,994.5374,983.9076,1007.1341,1001.0900,997.2049,1039.6062,999.8505,999.1628,1012.9488,308.3660,984.5716,994.3453,1006.7197,995.3236,962.1342,1008.4695,994.3984,999.6807,1009.8496,997.9405,1043.3167,994.3445,1004.0943,1090.9752,962.2301,1000.1787,990.9481,990.0297,998.8226,996.3878,990.9428,996.0039,981.0707,1000.8919,998.0288,943.1190,898.0645,938.0559,1070.1533,997.8553,1095.3288,999.9492,1000.8242,994.7698,994.5590,989.6273,1002.8257,1047.9756,956.3806,997.8827,1000.0000,999.1127,994.2230,947.4752,823.8340,1176.0423,999.4617,1003.8601,874.0875,1003.3413,995.0284,930.5110
0.340,999.8694,1000.2595,995.4916,999.0810,992.2737,993.5618,993.7214,997.1776,1001.5824,997.2156,993.7999,996.5099,994.5284,1005.5777,998.7034,998.1167,1001.8386,990.4708,988.5651,990.1727,1001.8888,996.2020,1002.6416,995.0354,1003.3284,1001.1766,998.8753,997.6051,999.3782,1003.2996,994.4556,992.6098,991.9055,994.6555,991.5230,987.1017,995.0675,1002.9104,993.8167,1036.6837,994.9668,991.1129,986.1071,283.4428,998.0651,990.4539,987.0450,991.2593,950.1398,1017.1760,990.5492,1005.5306,1002.8896,996.9998,1034.4995,999.1187,1008.0343,1088.3716,952.4540,1004.0426,1005.2462,992.2023,997.2621,1002.4719,995.8435,999.2762,1030.2798,988.8485,1000.5397,951.6468,901.1198,1047.1355,1065.8918,987.9181,1090.4353,994.1996,1008.6138,993.9098,996.3440,999.8560,992.5957,1045.5815,939.3876,989.5527,1000.0000,1001.2155,996.8017,947.1299,816.1580,1174.1923,1000.4223,994.6494,866.8794,1011.6240,992.6530,934.5849
0.350,994.8084,997.2941,994.3820,993.9554,998.5934,994.7879,997.8032,995.8082,1000.3608,997.6765,999.4972,997.2778,991.6722,987.9241,1001.7046,995.9158,1000.6054,992.8601,991.2861,1002.0945,997.2587,1003.1467,998.0299,996.1395,994.5160,992.1387,996.2274,996.4646,1000.9185,998.0289,999.3630,987.2815,990.7663,999.1777,997.7891,992.8686,1001.4813,997.9542,994.5061,1041.9286,1001.6876,988.9841,995.1775,300.4200,983.0492,996.1368,1005.7299,1007.3170,949.6262,1010.1884,992.0560,1004.6021,997.4277,1002.0673,1031.1047,996.3097,996.8498,1090.7740,953.0230,1001.8510,998.4543,991.3995,993.8279,1002.2938,995.3358,1000.4814,1040.0631,995.1054,1000.4431,943.3858,906.1714,906.6960,1058.6044,992.4779,1084.0650,997.9760,1006.1269,996.3763,998.8796,993.0474,1000.9055,1037.2018,950.0479,999.8139,1000.0000,1000.7848,996.1681,950.7280,819.1446,1165.9972,999.3095,995.1824,870.6635,993.8691,998.3906,944.0120
0.360,998.9275,996.7078,998.7658,1000.2057,994.1226,999.6123,999.5959,991.8309,997.4530,993.1023,990.3515,998.2266,991.7442,990.2337,992.4290,983.9087,991.3275,999.0050,993.9496,1003.1149,993.0654,1000.8083,992.7691,997.8637,993.8771,995.5566,996.0640,992.8776,989.1335,993.3111,1000.2545,1001.6312,998.0088,1018.3432,1003.1838,988.3771,990.2435,998.0483,992.3572,1036.8490,996.1659,998.6620,1003.3164,306.5748,990.0644,995.4038,1017.2333,999.8827,951.8258,1015.8566,991.8353,999.0581,1007.2629,991.4706,1040.1769,1003.0613,1001.1107,1090.9227,955.7348,1000.9457,999.7666,992.7688,1003.0076,1012.2644,998.0644,992.2802,996.7797,986.6652,1005.4106,951.3860,903.2177,983.9033,1063.4688,994.1863,1085.9211,997.8883,1006.2303,990.0110,991.4748,1003.8708,997.9179,1049.0454,946.9604,997.3706,1000.0000,1001.5689,994.7098,950.5000,820.0883,1167.3433,1004.5807,1000.7585,880.4501,986.1022,999.1674,942.1370
0.370,991.0988,990.3185,996.1904,993.6524,997.6719,991.5974,1001.3107,1002.3305,1002.2790,995.6227,996.2800,1004.9534,992.7717,990.9341,999.5738,992.6527,987.6957,994.5418,1004.0418,1004.5831,1006.4489,997.0191,993.8603,990.0260,1005.1817,998.6976,994.8314,992.5024,1001.0560,999.2552,1003.3707,992.0187,974.7500,1046.0675,987.9405,1011.6735,989.2966,998.7576,1004.7479,1044.3990,986.4959,997.5280,979.6177,301.3518,997.5362,998.4995,1017.3106,987.9892,953.5662,1009.9659,987.3265,995.7482,1007.2559,995.7139,1032.7284,997.1177,1004.5245,1085.3184,957.7942,1001.8739,992.7088,997.4576,1002.4751,999.4494,997.3057,1000.3880,968.3659,991.2135,1001.9870,943.9199,902.0590,1055.6247,1063.4216,994.1025,1083.1807,988.9580,1002.7461,992.9408,994.1416,995.3630,996.3985,1046.3597,939.1225,998.1658,1000.0000,1000.7970,997.1629,950.5459,816.9545,1172.9171,997.6524,1004.2498,875.7408,983.4731,979.3144,930.7178
0.380,1000.3236,1001.6493,997.4387,999.2057,1001.5653,997.6813,999.8374,997.5773,999.0171,997.3077,989.9330,997.6138,990.6201,994.6287,1000.3968,988.8499,995.0905,998.3798,997.5476,989.2109,990.0390,999.7510,995.6827,1006.2692,1001.5653,996.6183,994.1257,978.2691,985.7313,992.6413,993.2044,991.4262,1008.0933,1052.4994,994.9242,995.6959,999.2466,1007.9231,1004.3601,1042.1650,992.0362,992.9335,994.9265,316.0043,989.5504,997.2543,1017.8843,1000.1306,942.8558,1009.2995,992.6901,1003.4671,1012.7744,1002.1669,1034.0001,995.5208,996.9888,1094.8146,959.3063,1003.6426,999.9503,992.1386,995.8800,993.1969,997.4651,1001.2341,968.6488,997.8882,1004.8057,944.7218,902.9876,989.8605,1055.9183,1001.0735,1075.3211,996.0208,1006.3800,987.6115,998.7854,993.8878,992.1209,1048.7605,944.6209,1002.0535,1000.0000,1000.3805,995.0716,952.2273,823.8382,1171.8781,1002.3540,1001.2390,876.2687,991.0155,998.7107,920.0949
0.390,992.8513,994.1636,1001.5641,1002.6244,1000.0414,993.9884,994.0445,997.2692,1002.6341,1001.7311,988.6173,998.6055,1002.7566,992.0231,992.9760,991.9102,996.4040,999.4100,1001.7532,985.1486,999.2635,991.7573,993.3703,986.7223,996.3743,988.8668,1000.0442,1004.5311,998.4422,1001.6429,997.1626,977.7535,988.1583,1067.9864,988.8956,997.9110,990.3734,999.5600,998.6750,1043.6458,995.5520,1002.7007,958.1852,321.0057,997.8831,1000.2129,1008.1263,1007.4267,947.3793,1026.0530,988.6509,998.7124,1003.5286,992.5981,1044.3697,996.7207,1003.1190,1086.6910,952.4278,995.0879,1000.8346,1002.1744,991.3495,1001.9749,989.1640,993.2830,1023.6914,996.2564,1006.9980,953.6886,901.0476,971.4800,1054.1335,1002.3206,1066.9863,996.6548,1002.6993,990.8619,994.0963,1003.9385,997.3068,1056.0504,938.5391,995.5800,1000.0000,1001.5318,982.3836,948.9391,827.0104,1169.3400,1002.3902,1001.8634,882.9113,985.3993,998.2758,941.8675
0.400,992.6028,995.6675,998.2733,996.2910,990.5273,992.8620,1000.0435,995.2427,999.3434,997.7686,999.7593,996.0098,997.6153,999.1904,994.5512,993.8836,987.1265,993.4727,997.7884,992.6826,997.2435,992.8268,1000.2723,996.9582,992.2099,993.0984,1000.2086,983.4985,997.0254,994.8890,1001.7231,986.3933,999.0952,1080.8620,992.9451,998.8615,995.8326,997.9753,993.7674,1036.3008,985.6885,993.2501,962.5586,296.1072,996.2078,994.0486,997.1546,984.3492,937.5548,1019.2744,994.4854,997.8754,997.5885,996.1436,1034.7999,992.9047,994.4994,1084.9727,958.1918,994.4998,993.5479,993.7697,1000.9634,1000.8493,994.2105,994.8169,1047.8006,985.1841,1003.8345,946.8174,899.5652,1031.2564,1049.8895,993.7940,1080.1302,997.0120,1005.4668,990.7423,993.4386,996.1945,985.8983,1061.8272,941.6464,1003.7310,1000.0000,1000.0717,992.9365,951.3276,822.6762,1172.8952,998.6664,1001.1632,886.3791,989.3479,989.6330,929.9149
0.410,997.5437,995.2227,1001.3270,998.2858,992.8286,1001.4974,995.7673,994.9383,996.1193,996.4358,996.0281,1004.2706,991.0338,1001.1512,991.9356,989.6145,995.2752,991.6721,996.6432,996.7372,989.5473,996.0509,993.2764,985.9375,997.1224,1002.5933,992.9595,986.5939,1000.5254,989.4109,995.3229,975.2203,983.0530,1082.5469,994.3242,986.5816,994.6513,1004.0568,995.2653,1033.5561,999.0732,1000.7930,971.6758,281.9434,990.5213,995.6993,1007.2603,997.9417,945.8472,1009.8597,985.9941,1000.2218,1007.5737,996.2292,1038.3993,1007.6626,994.8445,1087.7336,957.0462,1000.3595,996.7961,995.9133,998.4416,1003.3918,992.8631,998.8814,1022.0461,997.2173,1000.1178,938.8472,900.8636,1023.3406,1056.6396,993.2618,1068.3037,992.9125,1012.8607,990.9387,994.3682,990.0890,1001.9501,1053.9497,943.5117,995.8205,1000.0000,998.3977,997.0777,952.6942,830.9417,1169.1881,1001.6308,999.5513,893.1759,996.0028,1003.7718,946.8925
0.420,997.4881,993.4094,995.8397,997.2027,995.3082,999.7286,997.3282,999.0255,995.9743,995.3915,996.5285,997.7968,998.2840,991.8158,994.0435,1008.4486,988.3807,988.5218,995.6310,992.4877,994.1218,988.5265,996.3378,996.1718,995.2387,988.7377,997.3059,995.0107,983.6196,1002.0415,996.1464,996.1031,991.5113,1070.0106,991.6779,987.8608,1009.1504,999.5009,986.7412,1037.1771,991.9829,991.7177,1033.0658,296.9664,994.1919,1000.7592,1002.7939,1000.2004,944.6104,1010.9033,992.5340,990.5544,1011.8459,990.1167,1041.4629,1009.5178,1007.4670,1089.5736,959.5735,999.1660,1002.8931,983.5395,992.1666,995.2252,1000.2945,1000.9436,979.7952,993.8504,1002.0821,949.5014,900.8391,1042.7395,1051.1861,996.6987,1070.9570,1000.4520,1006.3527,992.0664,995.3002,993.1887,999.7255,1049.7343,930.8883,1002.4018,1000.0000,999.7003,992.4530,953.0537,821.7094,1167.9701,1001.8131,1004.8275,886.9587,1006.7101,999.0436,923.8881
0.430,989.9460,996.7881,1027.9524,993.9157,995.1350,998.6861,995.5366,994.1552,998.2353,997.1628,1000.5693,996.9588,989.2611,999.3240,993.8767,1086.6008,989.9458,985.6302,1003.6625,993.9246,989.6202,997.8906,997.7481,995.8065,1000.4215,993.1804,1009.0454,1001.4427,992.2946,995.1797,1002.0298,989.9259,1066.6707,1073.5215,995.4112,1004.1497,995.6455,1003.0444,997.3392,1044.3654,997.8519,991.5680,976.4343,300.4108,995.6253,999.8125,1015.9830,1010.4805,946.5202,1015.9524,986.8692,999.1213,1008.0018,992.8890,1040.3851,1004.7225,1005.3892,1081.1120,959.4656,997.5887,995.7253,992.9120,994.8381,1010.7821,998.8444,990.1800,954.6456,996.9799,992.0715,947.1130,901.0022,1071.1325,1055.7462,996.3872,1059.2141,988.5543,1007.0904,986.6553,1029.9852,985.8625,995.0896,1052.8795,941.8155,985.5321,1000.0000,1000.0885,996.8073,949.1938,822.4426,1167.4760,998.5517,996.2919,894.0908,993.5240,987.4564,915.2902
0.440,1032.0437,990.8453,1057.4861,999.2711,998.3904,996.3536,1001.3716,994.4878,995.0372,1020.5776,996.8532,999.3402,990.0472,1003.8048,997.1959,1139.2412,993.8174,1031.3038,995.9813,991.7897,994.2099,987.9095,995.8391,1056.9365,990.6224,989.6704,1001.6235,990.4684,983.8979,991.1453,991.1906,993.2377,1115.0630,1073.9699,996.7282,979.4110,1008.2251,1000.9505,1004.7471,1036.0960,994.5996,999.4285,953.4611,293.9457,996.2525,987.3120,995.2700,1010.2413,942.3187,1014.2957,1020.2911,1003.7617,1012.0446,997.3700,1031.8480,994.4384,989.7604,1074.4590,996.0728,1007.7204,997.1106,1022.6292,995.2301,999.5358,989.4042,994.8628,965.3979,1019.0939,1004.5760,946.9743,905.5634,1015.2738,1048.2486,996.5347,1057.1526,996.4423,1010.1533,985.1989,1062.9666,993.7675,994.5211,1052.5560,933.2113,997.7571,1000.0000,998.6477,993.6969,947.2094,832.9450,1170.5850,996.3326,997.4523,892.1259,997.8688,993.6653,928.9642
0.450,1084.5289,1013.6955,1080.5398,1000.0568,998.8038,999.1794,998.3580,997.3976,1011.1720,1052.4931,1012.0685,1047.4062,989.6487,1001.5937,996.0869,1182.1386,989.6438,1064.9425,1018.5021,995.9937,989.8009,1009.3654,990.5977,1099.5418,997.6817,995.9196,994.4327,984.8411,994.4222,993.4729,986.0621,995.1716,1132.0253,1071.4722,994.0942,994.9322,1004.0172,1002.0925,1002.9673,1040.5212,988.9701,994.5496,1004.8825,305.4544,988.6935,992.0629,993.7168,988.6331,942.3055,1009.1796,1044.0387,1006.6592,1000.7974,987.5490,1045.9336,997.7870,1027.9363,1083.7860,1017.2165,1021.7622,1076.0818,1051.1467,1014.3108,990.9438,1001.7044,1005.0975,1032.5580,1045.9267,995.5296,945.2744,904.5966,1018.2447,1049.1531,996.9433,1056.1198,1017.5502,1006.6381,986.5365,1077.7312,1002.5920,993.8073,1064.9010,956.6945,997.9863,1000.0000,1002.3805,990.6128,948.9199,828.8179,1166.5619,1000.3065,996.7942,884.8992,987.1369,995.7655,927.0314
0.460,1115.4669,1055.4253,1100.1102,997.3879,1033.5278,1040.7355,994.3653,995.9756,1047.7437,1076.0348,1068.1217,1092.1912,995.2617,996.4832,1001.7897,1211.9613,997.2235,1089.4213,1085.4080,989.4728,1003.3855,1050.5943,989.2671,1126.7940,997.5127,991.2022,992.9466,1037.6647,994.1407,994.9357,989.3748,1009.0917,1165.9753,1069.0367,999.2705,1000.2058,1000.4705,1000.7942,999.6295,1037.9400,988.2198,996.4908,1004.6394,317.4366,998.0403,993.4633,981.9872,1018.8815,940.8970,1007.5295,1063.3566,993.9284,1040.2525,1011.2957,1075.5370,1011.2362,1062.1833,1115.2982,1044.8865,1058.2741,1136.2227,1065.4231,1033.8882,997.5158,994.8706,1039.0664,1046.0886,1069.0152,1000.4175,951.4726,899.8271,963.8926,1040.5407,996.4753,1048.2014,1042.7554,1033.6352,988.1607,1084.1298,1001.8742,1005.3733,1093.0180,974.6122,1003.7194,1000.0000,999.1257,993.0773,952.4681,825.7528,1165.7710,1003.2945,998.0125,899.2094,990.2430,986.4669,929.2595
0.470,1145.4759,1090.9456,1116.3564,1004.9229,1060.2389,1071.0109,1042.2041,1000.1738,1067.6558,1089.0570,1114.2062,1120.2089,989.3017,993.2570,1023.9901,1233.2195,1052.2756,1112.1071,1124.7631,995.8112,1039.3086,1062.9750,999.3699,1153.3785,990.2836,997.0890,995.4290,1075.6832,997.2269,991.9383,994.4270,980.0289,1184.9761,1073.7373,994.5462,995.3576,994.6684,1003.4851,1005.1427,1044.3894,999.1120,991.8783,1099.7164,328.8639,997.3161,988.6510,1011.0554,995.3677,962.0187,1039.8224,1071.2739,1002.2328,1068.6460,1034.0521,1110.6149,1047.9379,1086.7103,1142.3588,1058.0617,1076.7284,1160.0000,1089.2788,1047.8537,995.8694,992.0285,1053.7190,1015.7426,1085.0100,988.9859,952.0825,903.6816,998.9040,1038.5779,998.6424,1052.1961,1065.3059,1063.9038,989.3389,1099.8005,990.8514,994.4854,1092.5036,973.3289,997.8123,1000.0000,998.2630,999.6291,953.7200,829.1894,1168.0154,1001.9851,994.1668,891.0216,977.3077,994.0713,922.4489
0.480,1163.2932,1107.4556,1127.0576,1046.1670,1092.9770,1097.0407,1070.7042,1004.6913,1080.5071,1093.1619,1146.3760,1151.3184,1073.1407,992.7770,1052.6266,1252.7260,1081.1331,1113.4244,1146.6975,1025.6174,1065.0449,1080.0862,996.2448,1175.8444,995.0912,996.3709,994.5654,1100.4644,991.7674,995.8297,995.2794,993.2690,1196.6491,1062.9183,994.3004,1004.9669,991.0419,1011.6832,1005.0706,1032.5114,991.5909,991.7028,1034.9832,317.3419,999.4796,995.9698,1026.8289,1000.0131,999.3222,1078.9373,1076.7245,1026.5830,1093.4808,1066.5086,1125.0219,1056.2372,1097.1033,1163.3444,1063.8652,1082.8270,1160.0000,1093.7755,1062.8982,1000.5839,993.3585,1070.6800,959.3718,1089.9157,988.2147,946.6611,899.4013,1022.1438,1052.3751,985.1734,1047.7858,1078.9404,1079.3605,1010.5761,1102.3445,1003.7165,1000.5409,1112.2570,983.5765,1006.3902,1000.0000,1002.8454,1037.4947,953.9212,829.8143,1164.2255,999.4441,1002.7885,904.6794,998.1223,1045.4564,920.8163
0.490,1179.6664,1128.0574,1125.8396,1085.0737,1110.5931,1109.2296,1088.4745,1049.3207,1090.9374,1101.5729,1164.5263,1162.8532,1122.4685,1011.1822,1073.1158,1271.2410,1098.8295,1116.8210,1182.1331,1070.1031,1084.6633,1089.3262,1020.0356,1174.9594,991.1850,991.2975,999.2418,1120.0558,996.2804,997.0083,993.3949,1006.1194,1186.8923,1063.0828,996.4926,1005.8145,1005.7408,1000.2754,1003.7217,1028.8858,984.3919,996.9466,1023.9356,334.3858,995.2251,996.8613,1026.6016,1007.5088,1021.0104,1096.7502,1088.0362,1061.9830,1095.3516,1074.0635,1144.1856,1079.5504,1119.2716,1183.1247,1082.8458,1088.4173,1160.0000,1099.9872,1068.1065,998.9001,990.7164,1097.3712,955.8441,1102.7436,1005.7764,950.8540,899.2228,1025.3759,1034.0506,995.7831,1046.6685,1098.2932,1098.1006,1034.0234,1114.5622,1001.8969,999.6153,1111.3635,990.8527,998.2443,1000.0000,998.1290,1052.9738,949.6227,831.1900,1163.4182,1001.5087,995.2022,898.1699,977.6893,1099.6128,936.6863
0.500,1182.9643,1137.4865,1131.1312,1113.2068,1119.7317,1115.1714,1103.8679,1079.3507,1099.9335,1097.3191,1183.4677,1177.0180,1166.5809,1036.6105,1067.5582,1269.6645,1099.9718,1125.4061,1190.9783,1082.5682,1104.4085,1097.4964,1043.0496,1177.7078,996.8113,996.3340,986.4100,1126.4564,996.3180,983.4485,1005.2554,985.9509,1187.5917,1054.6295,993.6408,997.6307,1025.2050,1005.9635,1005.7590,1031.0278,994.5303,982.1632,1051.6158,324.8193,997.0019,986.4106,1040.9344,1006.2084,1021.2260,1114.4284,1087.1942,1079.6853,1108.2425,1086.9692,1144.4751,1097.8676,1127.9617,1193.8030,1082.6269,1106.0589,1160.0000,1110.5074,1077.0451,997.7622,997.3203,1100.5631,1003.4991,1105.0247,999.9723,951.0996,892.4190,1049.7216,1031.7959,991.5698,1047.5105,1106.8531,1107.8877,1039.9563,1112.4233,982.6382,989.3583,1121.8163,987.6257,996.4445,1000.0000,1000.5939,1074.6570,950.1770,832.7287,1156.9737,1000.4205,994.9958,907.5870,997.6328,1149.1173,950.7383
